date|user_name|city|country|star|review
2022|MDian “MDian” Jam|Toronto|Canada|4|
2022|Dave Nevarez Marquez|Toronto|Canada|4|
2019|Sheila Budzyszyn|Toronto|Canada|4|
2022|Jeannette Rodriguez|Toronto|Canada|4|
2019|Fatima Parveen|Toronto|Canada|4|
2020|Saif Al-Alul (MSA448)|Toronto|Canada|4|
2019|Saifullah Syed|Toronto|Canada|4|
2020|vinod manavi|Toronto|Canada|4|
2020|Nikkia Roberts|Toronto|Canada|4|
2019|Blossom|Toronto|Canada|4|
2020|Anuja Sharma|Toronto|Canada|4|
2020|Debjani Tripathy|Toronto|Canada|4|
2021|Chris C.|Toronto|Canada|4|
2022|Joanne Lawson|Toronto|Canada|4|
2020|Kelly Chen|Toronto|Canada|4|
2021|Poojitha Bejugama|Toronto|Canada|4|
2020|Ashley Mansfield|Toronto|Canada|4|
2021|Austin Wu|Toronto|Canada|4|
2020|nitin khandelwal|Toronto|Canada|4|
2022|Claudia's Crazy Life|Toronto|Canada|4|
2022|Francisco Peralta|Toronto|Canada|4|
2019|pankhuri khatri|Toronto|Canada|4|
2022|Zainil Samnani|Toronto|Canada|4|
2020|Terrence Buckmire|Toronto|Canada|4|
2019|Swe Nar|Toronto|Canada|4|
2022|Toba Sarwar|Toronto|Canada|4|
2021|Carolina Rodriguez|Toronto|Canada|4|
2022|Fariha Rashid|Toronto|Canada|4|
2021|nitesh dagur|Toronto|Canada|4|
2022|Johann Moia|Toronto|Canada|4|
2019|Ashish Mishra|Toronto|Canada|4|
2020|Svetlana Kouznetsova|Toronto|Canada|4|
2021|varinder Singh|Toronto|Canada|4|
2019|Claudia Lopez|Toronto|Canada|4|
2020|Fareeha Iqbal|Toronto|Canada|4|
2019|Pooya Saeedi|Toronto|Canada|4|
2019|Omer Farooq|Toronto|Canada|4|
2020|Bogdana Kulibaba|Toronto|Canada|4|
2018|Mathew Liam Sousa|Toronto|Canada|4|
2020|ham|Toronto|Canada|4|
2020|Oscar Gomez|Toronto|Canada|4|
2020|Francesca D'Amico|Toronto|Canada|4|
2019|Leo Luo|Toronto|Canada|4|
2020|Antony Kamau|Toronto|Canada|4|
2022|shital kolekar|Toronto|Canada|4|
2020|hu tao|Toronto|Canada|4|
2019|Jennie|Toronto|Canada|4|
2020|Andy Wang|Toronto|Canada|4|
2020|Marta Girdea|Toronto|Canada|4|
2020|Sanica Dixit|Toronto|Canada|4|
2021|Francesca ILigaray|Toronto|Canada|4|
2019|DomTheBomb|Toronto|Canada|4|
2022|Rachel Tran|Toronto|Canada|4|
2019|Simone McGann|Toronto|Canada|4|
2019|Aneisha Thomas|Toronto|Canada|4|
2022|Linnea Sylvain (Linny)|Toronto|Canada|4|
2019|Eugenia Caputo|Toronto|Canada|4|
2020|Megha Mishra|Toronto|Canada|4|
2022|A H M Mahbub Alahi|Toronto|Canada|4|
2019|torrie jasuwan|Toronto|Canada|4|
2021|Karen N (Maple)|Toronto|Canada|4|
2019|Carlos Barrientos|Toronto|Canada|4|
2021|Hannah B|Toronto|Canada|4|
2019|Rodrigo Vianna|Toronto|Canada|4|
2021|Damien Collins|Toronto|Canada|4|
2022|Georgina Kourtis|Toronto|Canada|4|
2019|Graydon Carruthers|Toronto|Canada|4|
2019|aroop rayu|Toronto|Canada|4|
2022|Manjinder Singh|Toronto|Canada|4|
2019|Grace Wong|Toronto|Canada|4|
2020|Areej Hussain|Toronto|Canada|4|
2019|Iv D|Toronto|Canada|4|
2019|Paula Archilha|Toronto|Canada|4|
2020|George Lee|Toronto|Canada|4|
2019|Igor Marques|Toronto|Canada|4|
2022|Alvi Dandal|Toronto|Canada|4|
2020|Arda Karabulut|Toronto|Canada|4|
2022|Huzaifa Memon|Toronto|Canada|4|
2020|AppArt Software|Toronto|Canada|4|
2019|Rashmi Uttarwar|Toronto|Canada|4|
2019|Fatimah Zahra Karim|Toronto|Canada|4|
2019|Jenn Gatti|Toronto|Canada|4|
2019|SAZ|Toronto|Canada|4|
2020|Roger Kang|Toronto|Canada|4|
2020|Zoya Shiraz|Toronto|Canada|4|
2019|James Welch|Toronto|Canada|4|
2020|Binny Maria|Toronto|Canada|4|
2020|julian tangarife|Toronto|Canada|4|
2018|Dhruv THE ONE Dhawan|Toronto|Canada|4|
2022|Sutapa Sen|Toronto|Canada|4|
2020|Mimy Emilia|Toronto|Canada|4|
2020|Nelson Lau|Toronto|Canada|4|
2019|Roberto Baladjay|Toronto|Canada|4|
2013|Hamza Nakhoda|Toronto|Canada|4|
2020|David Cooze|Toronto|Canada|4|
2020|Ajay Kumar|Toronto|Canada|4|
2020|M C|Toronto|Canada|4|
2019|Kantawala Ditiksha|Toronto|Canada|4|
2019|Nicky D|Toronto|Canada|4|
2019|Rosemary Dennis|Toronto|Canada|4|
2022|Kathryn Linder|Toronto|Canada|4|
2011|Aubre Andrus|Toronto|Canada|4|
2022|James Scott|Toronto|Canada|4|
2019|Jonathan Macleod|Toronto|Canada|4|
2019|Betty Lalu|Toronto|Canada|4|
2019|mikenoronha87|Toronto|Canada|4|
2022|Lindsay Weeks|Toronto|Canada|4|
2021|Debadrita Ganguli|Toronto|Canada|4|
2022|Mohammed Imran|Toronto|Canada|4|
2020|Mohammed Qumruzzaman|Toronto|Canada|4|
2022|music productions|Toronto|Canada|4|
2020|Jimmy Essex|Toronto|Canada|4|
2019|Gertrude A|Toronto|Canada|4|
2022|Andrew Chau|Toronto|Canada|4|
2020|Neha Patil|Toronto|Canada|4|
2020|Jerry Adjei|Toronto|Canada|4|
2020|احمد حسين|Toronto|Canada|4|
2020|Alex Phan|Toronto|Canada|4|
2019|Angela McGrath|Toronto|Canada|4|
2022|Kristine Hughes|Toronto|Canada|4|
2019|Mateus Avelar|Toronto|Canada|4|
2020|Gabriela Cabrera|Toronto|Canada|4|
2019|Sandra Osorio|Toronto|Canada|4|
2020|Celeste Del Rosario|Toronto|Canada|4|
2019|José Raimundo Pereira|Toronto|Canada|4|
2018|Susan Ranjbar Noiey|Toronto|Canada|4|
2019|Charm Brioso|Toronto|Canada|4|
2020|Yvonne Cuellar|Toronto|Canada|4|
2020|Dhuity|Toronto|Canada|4|
2020|Kasunka Gamage|Toronto|Canada|4|
2022|Tetsuya Snow|Toronto|Canada|4|
2020|Yas Garcia|Toronto|Canada|4|
2020|Lucy Mandarina|Toronto|Canada|4|
2019|sameena jahangir|Toronto|Canada|4|
2019|Mairead Holton|Toronto|Canada|4|
2019|Rita Galindo|Toronto|Canada|4|
2019|Mary Ann Morris|Toronto|Canada|4|
2020|UK|Toronto|Canada|4|
2021|Adreena Li|Toronto|Canada|4|
2020|Dette Yvie Rhys kin CyJosh|Toronto|Canada|4|
2019|Gary Wei|Toronto|Canada|4|
2019|Azza Badr El Din|Toronto|Canada|4|
2018|Hilla Yasini|Toronto|Canada|4|
2021|Ken Ng|Toronto|Canada|4|
2020|Tommy Chow|Toronto|Canada|4|
2020|Nadima|Toronto|Canada|4|
2020|Peter Norris|Toronto|Canada|4|
2019|Harish Raghav Mari Sekar|Toronto|Canada|4|
2019|amrita momi|Toronto|Canada|4|
2019|Sandeep S|Toronto|Canada|4|
2022|CURT st.vincent|Toronto|Canada|4|
2021|Divjot Kohli|Toronto|Canada|4|
2020|Preet Sidhu|Toronto|Canada|4|
2019|Nara Medeiros|Toronto|Canada|4|
2022|Lulu|Toronto|Canada|4|
2020|krai dim|Toronto|Canada|4|
2022|Abhay Chosla|Toronto|Canada|4|
2019|Kristina Ziegler|Toronto|Canada|4|
2022|Hadeel A|Toronto|Canada|4|
2019|Rinku Gala|Toronto|Canada|4|
2020|Andrea Carter|Toronto|Canada|4|
2020|Mani Kumar Khadka|Toronto|Canada|4|
2020|Guillermo Vásquez LLanos|Toronto|Canada|4|
2020|Reza Iranpour|Toronto|Canada|4|
2020|Fadia Boukli|Toronto|Canada|4|
2022|Deborah Lin|Toronto|Canada|4|
2022|Angy Hiddi|Toronto|Canada|4|
2019|Roshni Ravoof|Toronto|Canada|4|
2019|Hilary Steinberg|Toronto|Canada|4|
2020|Jesus Carrillo|Toronto|Canada|4|
2020|Sreekanth Reddy Nimmakayala|Toronto|Canada|4|
2019|Sinoe Hernandez|Toronto|Canada|4|
2021|Ericka Ardiente|Toronto|Canada|4|
2020|vans'a yajabe|Toronto|Canada|4|
2019|Roger Jahshan|Toronto|Canada|4|
2019|Chris|Toronto|Canada|4|
2020|Greg Hope|Toronto|Canada|4|
2020|Kathleen Wah|Toronto|Canada|4|
2020|Gabrielle D'Angelo|Toronto|Canada|4|
2019|Jimmy Nguyen|Toronto|Canada|4|
2019|Ta Sy|Toronto|Canada|4|
2022|John Pedro|Toronto|Canada|4|
2018|Bojan D|Toronto|Canada|4|
2020|Daniela Mafla|Toronto|Canada|4|
2022|Svitlana Romanchuk|Toronto|Canada|4|
2019|naval narang|Toronto|Canada|4|
2019|Delores Reid|Toronto|Canada|4|
2020|Karan Chopra|Toronto|Canada|4|
2020|supriya reddy|Toronto|Canada|4|
2020|noura sabbagh|Toronto|Canada|4|
2019|Vinay Babu|Toronto|Canada|4|
2020|Dean Abraham|Toronto|Canada|4|
2021|Fakhar Ali Qazi Arisar|Toronto|Canada|4|
2020|Manit|Toronto|Canada|4|
2022|Advikaa Dosajh|Toronto|Canada|4|
2020|SaVvgorR 357|Toronto|Canada|4|
2022|Gustavo perez|Toronto|Canada|4|
2022|James Stamos|Toronto|Canada|4|
2020|Mai|Toronto|Canada|4|
2020|Justin|Toronto|Canada|4|
2020|Blad Perez|Toronto|Canada|4|
2020|Amparo Lopez|Toronto|Canada|4|
2020|Synergy Protection|Toronto|Canada|4|
2022|Nazmus Sakib Niloy|Toronto|Canada|4|
2020|Parveen Goel|Toronto|Canada|4|
2019|Noshin Hussain|Toronto|Canada|4|
2023|Shaina|Toronto|Canada|4|
2020|Sofiia Zaretska|Toronto|Canada|4|
2020|Michael Hay|Toronto|Canada|4|
2021|Neda Davari|Toronto|Canada|4|
2020|Mark Michael|Toronto|Canada|4|
2019|Megan Beach|Toronto|Canada|4|
2019|Tripti Roy Gupta|Toronto|Canada|4|
2020|Andres V|Toronto|Canada|4|
2020|Gregory Borys|Toronto|Canada|4|
2019|Ashrut Narula|Toronto|Canada|4|
2021|Nel Villanueva|Toronto|Canada|4|
2019|Matthew Fuller|Toronto|Canada|4|
2019|Farshid Khatibi|Toronto|Canada|4|
2020|Teejay|Toronto|Canada|4|
2019|Pierre Brissy|Toronto|Canada|4|
2020|Leo Joy|Toronto|Canada|4|
2020|Naved Anjum|Toronto|Canada|4|
2021|Janaki Ravi Kumar|Toronto|Canada|4|
2022|Emz DiZ SherTurkz (EmZDST)|Toronto|Canada|4|
2019|sayan siddiqui|Toronto|Canada|4|
2020|mimi tang|Toronto|Canada|4|
2011|Jo Go|Toronto|Canada|4|
2022|Salman Khan|Toronto|Canada|4|
2022|Alexander Wilkinson|Toronto|Canada|4|
2019|javad rajabi|Toronto|Canada|4|
2021|Sundeep Pothula|Toronto|Canada|4|
2022|Helena Vo|Toronto|Canada|4|
2020|Karla Rodrigues|Toronto|Canada|4|
2022|Elo Asakpa|Toronto|Canada|4|
2021|Ray Gall Manata|Toronto|Canada|4|
2022|Danny Prakash|Toronto|Canada|4|
2019|Michelle|Toronto|Canada|4|
2017|Hsing-Cheng Chou (Johnny)|Toronto|Canada|4|
2022|Simran Kaur|Toronto|Canada|4|
2022|Pierre-Luc Therrien|Toronto|Canada|4|
2019|Gustavo Herguiz|Toronto|Canada|4|
2020|Pamela Bechervaise|Toronto|Canada|4|
2019|Alex Israelyan|Toronto|Canada|4|
2022|Zindagi ki Mehek|Toronto|Canada|4|
2019|Joey Halog|Toronto|Canada|4|
2022|NEEL PATEL|Toronto|Canada|4|
2020|Elgordo Tony|Toronto|Canada|4|
2019|Sunil Padelkar|Toronto|Canada|4|
2019|Alanasaurus Rex|Toronto|Canada|4|
2022|Sharan Shetty|Toronto|Canada|4|
2022|Aryan Narang|Toronto|Canada|4|
2020|Mushahid Raza|Toronto|Canada|4|
2021|Annaëlle|Toronto|Canada|4|
2017|Carol F|Toronto|Canada|4|
2020|Bhaskaryya Baruah|Toronto|Canada|4|
2020|Amm Toha|Toronto|Canada|4|
2020|Abrhe Z.|Toronto|Canada|4|
2019|lelou|Toronto|Canada|4|
2020|Muhammad Adil|Toronto|Canada|4|
2019|Manisha Aiyar|Toronto|Canada|4|
2020|Ekaterina Malishevskaya|Toronto|Canada|4|
2011|Matthew Hunt|Toronto|Canada|4|
2021|Shelby Rogers|Toronto|Canada|4|
2020|Parasvi Patel|Toronto|Canada|4|
2022|Srisht Fateh Singh|Toronto|Canada|4|
2019|M Dabovic|Toronto|Canada|4|
2022|Lusong Liu|Toronto|Canada|4|
2019|Jordan McCracken|Toronto|Canada|4|
2019|Natanjia Manalac|Toronto|Canada|4|
2018|Anna Holub|Toronto|Canada|4|
2020|Ademar Assuncao|Toronto|Canada|4|
2019|Anas Raza|Toronto|Canada|4|
2022|Hossein Bonakdar|Toronto|Canada|4|
2019|G|Toronto|Canada|4|
2019|Karandeep Singh|Toronto|Canada|4|
2021|Roy Thomas|Toronto|Canada|4|
2022|Mohammad Bilal|Toronto|Canada|4|
2020|Mudasser Zakaria|Toronto|Canada|4|
2019|Vuyile|Toronto|Canada|4|
2020|N S|Toronto|Canada|4|
2020|Maíra Sena|Toronto|Canada|4|
2022|Frank Agostino|Toronto|Canada|4|
2023|aamir godil|Toronto|Canada|4|
2020|Glory Nasseri|Toronto|Canada|4|
2020|Ajanpreet Kaur|Toronto|Canada|4|
2020|Kyle Corbin|Toronto|Canada|4|
2021|Nathaly Pluviose|Toronto|Canada|4|
2019|Hyuri Aquino|Toronto|Canada|4|
2019|Jennifer Durham|Toronto|Canada|4|
2022|Citizen_thirty|Toronto|Canada|4|
2020|Decentice Small|Toronto|Canada|4|
2020|Perla Chavez|Toronto|Canada|4|
2019|Shakes AV|Toronto|Canada|4|
2019|alvaro luz|Toronto|Canada|4|
2021|pavan srivastava|Toronto|Canada|4|
2022|Matthew Wittig|Toronto|Canada|4|
2019|Irade Alexi Helligar|Toronto|Canada|4|
2020|Amandine Héau|Toronto|Canada|4|
2019|Pankaj Patil|Toronto|Canada|4|
2020|Ken Ngow|Toronto|Canada|4|
2020|Luciana Simoes Gomes de Lima|Toronto|Canada|4|
2019|O Richards|Toronto|Canada|4|
2019|Edmund Chan|Toronto|Canada|4|
2019|Archana Sahota|Toronto|Canada|4|
2020|Cherryl Ann Koylass|Toronto|Canada|4|
2020|Alice Wu|Toronto|Canada|4|
2021|Joseph A.|Toronto|Canada|4|
2019|Ruben Lopez|Toronto|Canada|4|
2020|Fariha Kibria|Toronto|Canada|4|
2019|david milling|Toronto|Canada|4|
2020|Rodrigo Escalante|Toronto|Canada|4|
2020|B Naylor|Toronto|Canada|4|
2020|Radin Hamidi Rad|Toronto|Canada|4|
2019|Judi Yang|Toronto|Canada|4|
2020|Mary sharon|Toronto|Canada|4|
2019|Marina Agarwal|Toronto|Canada|4|
2022|Nikita Palta|Toronto|Canada|4|
2019|Joseph Sidaoui|Toronto|Canada|4|
2022|david zepeda|Toronto|Canada|4|
2022|Asaad Mhanna|Toronto|Canada|4|
2019|zahra sadeghigivi|Toronto|Canada|4|
2019|Joel Racicot|Toronto|Canada|4|
2022|Sai Ede|Toronto|Canada|4|
2022|Ö|Toronto|Canada|4|
2022|F. Shum|Toronto|Canada|4|
2022|Elkin Ceballos|Toronto|Canada|4|
2021|vicky dabra|Toronto|Canada|4|
2022|Nirav Thakkar|Toronto|Canada|4|
2021|Abhinav Shrivastava|Toronto|Canada|4|
2019|Kamini Jaswal|Toronto|Canada|4|
2020|Chantea Bostock|Toronto|Canada|4|
2022|MarJ V|Toronto|Canada|4|
2019|Alexander|Toronto|Canada|4|
2020|Dave Hall|Toronto|Canada|4|
2019|Natasha “Tashez” Nunez|Toronto|Canada|4|
2021|Daiyaan Asad|Toronto|Canada|4|
2019|Prachi Chiney|Toronto|Canada|4|
2020|Matt Prescod|Toronto|Canada|4|
2019|Fernando Barbariz|Toronto|Canada|4|
2019|akanksha gupta|Toronto|Canada|4|
2022|Thomas McCarthy (EastYorkDisneyFan)|Toronto|Canada|4|
2020|Sophia V|Toronto|Canada|4|
2021|Aldon DSilva|Toronto|Canada|4|
2021|joyce missios|Toronto|Canada|4|
2020|Lydia Johnson|Toronto|Canada|4|
2022|Tiandre Williams|Toronto|Canada|4|
2019|Leighton Lyn|Toronto|Canada|4|
2020|T F|Toronto|Canada|4|
2017|Monkey Enn|Toronto|Canada|4|
2022|TV Kil|Toronto|Canada|4|
2020|Roha Ali|Toronto|Canada|4|
2019|Rebecca Khodai|Toronto|Canada|4|
2019|Dong Ngo|Toronto|Canada|4|
2022|Gayathri Parthasarathy|Toronto|Canada|4|
2020|김보경|Toronto|Canada|4|
2020|Grecia Rodríguez|Toronto|Canada|4|
2020|Heena Kauser|Toronto|Canada|4|
2019|Anjali Sinha|Toronto|Canada|4|
2019|Christina Ironstone|Toronto|Canada|4|
2020|Munjal Mehta|Toronto|Canada|4|
2019|Ryan Hilton|Toronto|Canada|4|
2019|Kyle Quaegebeur|Toronto|Canada|4|
2020|REN REN|Toronto|Canada|4|
2020|Zainab Uno|Toronto|Canada|4|
2020|Krutik Domadia|Toronto|Canada|4|
2022|Swapnil Rao|Toronto|Canada|4|
2019|Michael Atmosfera|Toronto|Canada|4|
2020|Claudia Gancedo|Toronto|Canada|4|
2019|Katherine Dao|Toronto|Canada|4|
2011|Filipe Castilho|Toronto|Canada|4|
2019|Amarita Diez|Toronto|Canada|4|
2019|L|Toronto|Canada|4|
2019|Lukas Zara|Toronto|Canada|4|
2017|Steven Belayneh|Toronto|Canada|4|
2019|Amrita Kaur|Toronto|Canada|4|
2020|Fernanda Di Gresia|Toronto|Canada|4|
2019|Safa Bafagih|Toronto|Canada|4|
2020|Saraz Warsi|Toronto|Canada|4|
2021|Simon Letourneau|Toronto|Canada|4|
2019|Charley S|Toronto|Canada|4|
2021|Music & Latte|Toronto|Canada|4|
2020|Kiran|Toronto|Canada|4|
2021|M M|Toronto|Canada|4|
2019|Mateus Mello|Toronto|Canada|4|
2020|Terra T|Toronto|Canada|4|
2019|Amy Lawlor|Toronto|Canada|4|
2019|Fabian Gruettner|Toronto|Canada|4|
2020|Margarita Lennon|Toronto|Canada|4|
2021|Shavii Smith|Toronto|Canada|4|
2019|Vrushali Mahajan|Toronto|Canada|4|
2019|Aby Mena|Toronto|Canada|4|
2022|Baker Yadak|Toronto|Canada|4|
2019|Indy Tramonte|Toronto|Canada|4|
2019|Justin Kwong|Toronto|Canada|4|
2019|Sneha Gaikwad|Toronto|Canada|4|
2019|IM POWER|Toronto|Canada|4|
2019|Amir Ali SH|Toronto|Canada|4|
2021|Matluba|Toronto|Canada|4|
2020|Tom S|Toronto|Canada|4|
2019|Amanjot Kaur|Toronto|Canada|4|
2022|Anamaria de Faria|Toronto|Canada|4|
2019|Fong Lee|Toronto|Canada|4|
2021|Vicente Moreno|Toronto|Canada|4|
2022|Sagar Sharma|Toronto|Canada|4|
2020|Karthik K|Toronto|Canada|4|
2019|Cole McCallum|Toronto|Canada|4|
2020|Brian Huang|Toronto|Canada|4|
2019|aman marwah|Toronto|Canada|4|
2019|théo ahluwalia|Toronto|Canada|4|
2019|Gustavo Caetano Silva|Toronto|Canada|4|
2020|Sudeshna Banerjee|Toronto|Canada|4|
2022|Sahar Ullah|Toronto|Canada|5|i was checked out by sarushti who was amazing she greeted us so politely acknowledged my 7 year as well and offered us to sign up for h & m rewards and helped us get an additional 10 percents off. the deals were great to begin with and the store it self looked and felt very organized!
2022|Paco Archi|Toronto|Canada|5|it's their flag ship next to dundas square. the store just got renovated i believe a couple a years ago . so it looks really good. from the lights and the design of the store to the collections they keep changing on weekly basis. def best h&m in toronto hands down
2023|Farddana Diana Selim|Toronto|Canada|5|bought this beautiful long ribbed dress from h&m! i tried it on and it fit me amazingly! i love it so much. i feel like this location h&m has more stuff than the other location i guess because this location is bigger! still very beautiful and modest dress
2023|Latoyah Victorious|Toronto|Canada|5|i love that they have clothing attire for almost every occasion and their pricing is not so bad. i love their winter collections and will most certainly be back. i recommend
2023|Adam Belanger|Toronto|Canada|5|i love this h&m, the organization of the store is amazing, and seems to be the only h&m where the sizing is accurate. i'm a bit of a bigger guy and usually at other h&m's i need a 4xl which is not accurate, at this store i can always find a l or xl that fits perfectly. if your going to an h&m it's worth it to go to this location.
2022|Spiral Tote|Toronto|Canada|5|3 stories of h & m and shopping. it is a lovely store. the layout is nice and spacious. nice shopping experience.
2023|Kessdika Kabilan|Toronto|Canada|5|hi anne marie (store manager)! thankyou for being so accommodating with my return today! i really appreciate your superb customer service!!
2022|Vijay Gupta|Toronto|Canada|5|huge place to shop for really stylish and budget options for mens/women and kids. this place is right above yonge and dundas subway. very reachable and convenient.
2022|Karen Ramos|Toronto|Canada|5|"this store is like a fashion wonderland. so many choices, all organized and displayed in a clear and uncluttered way. i went to try something on, and the attendant was so polite. he thanked me for trying stuff on (this never happens anywhere) and when i told him i was going to take some of the items, he said, ""oh great!"", like he was happy for me, lol. the other staff also seemed happy and though they were working, they were laughing together and seemed relaxed. this was really nice to see. security is in place but not overbearing or in your way. i will definitely return for more fashion inspiration at this flagship location."
2022|Redonjé Wayde|Toronto|Canada|5|when we arrived at h&m, it was pretty easy to find what we were looking for. the few time we needed assistance, the staff were available to provide it. it was a smooth in and out experience.
2022|Harsh Patel|Toronto|Canada|5|nice place good staff cooperation. little busy with the line. but that's what you can expect with the store serving well and good collection. recommend
2022|Md. Imtiaz Pathan|Toronto|Canada|5|it is a very crowded place all the time . so many customers goes here everyday. very nice decoration inside the showroom. separate place for men-women- children. and they have separate changing rooms also. this brand shop is very convenient and budget friendly. canada's first h&m store opened on march 11th, 2004 at toronto's fairview mall. the 12,000 square foot store was met with much fanfare and a week later, its second canadian location opened at the promenade in thornhill, just north of toronto. canada's largest h&m location (at 33,000 square feet) opened in the fall of 2004 at the toronto eaton centre.
2022|Catia Martins|Toronto|Canada|5|our go-to for good quality, fashionable clothing at reasonable prices. kids' clothing, especially, is very high quality and washes well. women's clothing, as well. love this blazers and trousers- favourite work pieces. this store is well organized and easy (enough) to navigate, considering it spans multiple levels.
2022|Farukh Shahzad|Toronto|Canada|5|best store in downtown toronto located at dundas street, offering huge sale and promotions on summer collection therefore don't miss this opportunity and rush towards h&m of you are in toronto.i shopped allot ajd quality was awesome as compare to prices, all the stuff are nicely designed with beautiful color collection. it is recommended for time being as i enjoyed shopping
2020|Fernando Torres|Toronto|Canada|5|this is a very good spot. i went here with my daughters and they found a great variety on clothing and accessories. they had fun choosing some of their favorite things and getting they liked the best. good quality clothing, reasonable cost and trendy stuff. good combination. the waiting time for the fitting rooms though, was a bit long. not sure if this is because it was a friday or this is always like that. anyway, we'll be coming back. my daughters liked the experience at this place.
2022|Jainil Raja|Toronto|Canada|5|nice store, huge range of styles
2020|Surbhi Sareen|Toronto|Canada|5|i have always loved the type of clothes they offer. the deals are always great. i got my graduation sandals from there and they are very comfortable. above that, i got one high waist jean which turned out to be a perfect for me. they provide amazing customer service and it's reasonable if you follow the offers.
2021|Enaiyat Ghani Ovy|Toronto|Canada|5|this h&m is located in the eaton center just at the dundas square. it is a big store with a good collection of clothes and apparels. their prices are reasonable and competitive. we like this brand because of the quality of the products. so far, we have positive experience at this store. we actually come to this place quite frequently as to get access to the mall. outside h&m, you will find some gathering and events that make you feel lively. i would definitely recommend this place.
2022|Robyn Hancock|Toronto|Canada|5|super impressed with how this location has handled sanitization re: covid. they stagger changerooms and thoroughly wipe down in between people. this is the most i've seen done at any retail clothing store. the selection here is also great as it's quite large (3 stories).
2021|Matkai Burmaster|Toronto|Canada|5|this h&m location is superb. recently renovated and expanded, this store is the largest h&m i have ever seen and it includes h&m, h&m man, h&m kids, and h&m home branches all in the same store. there is always a great selection of products at affordable prices. if you are looking for clearance though, you should try another location as this location doesn't typically have much clearance options due to its high-traffic location, dependancy on tourist revenue, and iconic status in the eaton centre. overall, a fantastic h&m location and a great place to find new clothes, shoes, and home decor.
2022|anukampa modi|Toronto|Canada|5|fabulous variety of styles and price range, and marked down items of clothing also pretty good.
2021|Save Graves|Toronto|Canada|5|have been looking forever for white cotton tube top, strapless bra for a certain sundress. finally found the perfect one at h & m for about $17 cad. thrilled. eyelet cotton is pretty and very comfy. doesn't fall down becuz has side wire.
2022|Amber|Toronto|Canada|5|the store is huge and the selection is endless, their place looks full and vibrant. the customer service is really good
2019|Rob Young|Toronto|Canada|5|first time in h&m to actually shop in years, and i am very impressed with the renovations and how things are now. ultra crowded though, but there's a huge selection of merchandise. i really liked the lighting, the cleanliness of the floor, and the ability to have a conversation with the staff. change rooms were clean and private with a 7 item limit and the mirror allowed for perfect selfies. nothing negative to say about it other than it being crowded on weekends, and a bit tough to navigate with so much stuff around, but i suppose that's marketing 101 anyway.
2023|G S|Toronto|Canada|5|clean well lit and spacious layout.
2020|prasun nayek|Toronto|Canada|5|it was an amazing experience while i visit h&m, eaton centre. i found wide range of design, colors and size options. i would like to suggest, please go for indian shirts and trousers for your smart looks and comfort!! you'll be definitely benefited in terms of cost, comfort and looks!!
2022|Ram Al|Toronto|Canada|5|this location has wide variety of nice stuff! customer service is top notch!
2022|kadeem warrren|Toronto|Canada|5|great sales and selection for both men and women. love to come here for basics.
2021|Colin White|Toronto|Canada|5|if clubs to reopen , this is where i would go to get disposable clothing i'm talking about v neck and crew neck tops for $5 if you really need a cheap pair of jeans for a special occasion that you're probly gonna throw out or spill something on, this is where you would go because it would cost you under $20 for an outfit. places like this are essential in this economic time period during the pandemic this store was the 1st to open their flagship store and stay open when stores reopen. they all were able to open during the end of phase one
2023|Negar Vali|Toronto|Canada|5|very understanding and polite staff.
2021|Julia|Toronto|Canada|5|during covid-19 (august), sanitizer at the doors, specific ways you are suppose to walk around the store. as for products they have lots of variety at this location including houseware items, decor, kid's section, women's and men's. reccomend going to this location as you could probably find almost everything you are looking for fashion wise.
2020|P Kaur|Toronto|Canada|5|my favourite location of h&m. staff is helpful. i like the layout of all the clothes here. somehow the other locations don't cut it. and the prices are not too bad either.
2014|Bill Bradstreet|Toronto|Canada|5|i've been going to joey for over a year now. i go once a week (literally, every week). the food is great. the price is reasonable for what you get. there are plenty of tvs in the bar for watching sports. during the summer, they open the walls up in one section of the dining area so you can almost sit outside.
2022|Adrien|Toronto|Canada|5|great clothing for a reasonable cost! the tops look appealing and bottoms are one of a kind. every visit to the mall guarantees a visit to h & m.
2019|Monteiro Cassia|Toronto|Canada|5|my favorite h&m in toronto, always has sizes . display is so not crowded. staff check up on you which is unheard of for this store. no matter where i am, i'll wait to get back to this location. second floor has great sales
2022|Marvin|Toronto|Canada|5|great store, very clean with interesting layout, helpful staff and good selection.
2022|varun joshi|Toronto|Canada|5|great store for summer collection, lots of designs and sizes available for everyone
2023|Mustafa Ansari|Toronto|Canada|5|lots of variety!
2020|Rabin Ramah|Toronto|Canada|5|amazing deal of the day. throw pillow covers, 100 percent cotton at $1:99. they didn't last very long. beat that dollarama. spring is here at h&m. my favorite section at h&m eaton centre. housewares. h&m accepts cash, debit, visa and master card. they do not accept american express card.
2022|Lem H|Toronto|Canada|1|"i purchased a men's belt on july 3,2022 at this store. when i approached the cash counter no greeting what's so ever. a tall young black male behind the counter cashed me out. not a word during the whole time. i told him the belt on sale on h&m website and show him the price. he cashed me out by saying no return on sale item. i asked him if possible to punch more holes on the belt he unwillingly replied ""no"". no ""hi"", no ""thank you"" nothing the whole time while i was there. may be i'm an old fashion simple thank you would long way. to me, it appears he doesn't want to be there serving customers. he need to understand there are many young people loved to have a job like he has."
